,num,time,scale,ep,derror,terror,epair,apair,spair,eg,ag,sg,r1,r2,r3
511,5000.0,114.48275862068965,0.008,0.8,150.0,150.0,3238.0,4529.0,53257.0,622.0,782.0,56.0,0.3730644580482535,0.06678727574249962,0.05545552754771336
512,5000.0,114.48275862068965,0.009000000000000001,0.5,150.0,150.0,3238.0,4574.0,57359.0,622.0,777.0,31.0,0.3737846597047173,0.9746285393888422,0.9755131436802305
513,5000.0,114.48275862068965,0.009000000000000001,0.6,150.0,150.0,3238.0,4574.0,57359.0,622.0,777.0,165.0,0.3737846597047173,0.794645360246706,0.7781778898091466
514,5000.0,114.48275862068965,0.009000000000000001,0.7,150.0,150.0,3238.0,4574.0,57359.0,622.0,777.0,204.0,0.3737846597047173,0.39304737874964957,0.3730644580482535
515,5000.0,114.48275862068965,0.009000000000000001,0.8,150.0,150.0,3238.0,4574.0,57359.0,622.0,777.0,48.0,0.3737846597047173,0.05831230726100364,0.05401512423478574
516,5000.0,114.48275862068965,0.010000000000000002,0.5,150.0,150.0,3238.0,4602.0,58376.0,622.0,784.0,22.0,0.3734245588764854,0.9757017176372015,0.9686712279438243
517,5000.0,114.48275862068965,0.010000000000000002,0.6,150.0,150.0,3238.0,4602.0,58376.0,622.0,784.0,156.0,0.3734245588764854,0.8065912582041614,0.7796182931220742
518,5000.0,114.48275862068965,0.010000000000000002,0.7,150.0,150.0,3238.0,4602.0,58376.0,622.0,784.0,211.0,0.3734245588764854,0.42312526183493926,0.3734245588764854
519,5000.0,114.48275862068965,0.010000000000000002,0.8,150.0,150.0,3238.0,4602.0,58376.0,622.0,784.0,64.0,0.3734245588764854,0.06325932132383745,0.06409794742527908
520,5000.0,114.48275862068965,0.011,0.5,150.0,150.0,3238.0,4629.0,59678.0,622.0,795.0,28.0,0.37630536550234067,0.977402668118704,0.9798343536190133
521,5000.0,114.48275862068965,0.011,0.6,150.0,150.0,3238.0,4629.0,59678.0,622.0,795.0,165.0,0.37630536550234067,0.7970323985842636,0.8001440403312927
522,5000.0,114.48275862068965,0.011,0.7,150.0,150.0,3238.0,4629.0,59678.0,622.0,795.0,207.0,0.37630536550234067,0.4149196841818677,0.3802664746128916
523,5000.0,114.48275862068965,0.011,0.8,150.0,150.0,3238.0,4629.0,59678.0,622.0,795.0,62.0,0.37630536550234067,0.06438878301116253,0.07093986316168527
524,5000.0,114.48275862068965,0.012,0.5,150.0,150.0,3238.0,4653.0,64088.0,622.0,768.0,17.0,0.38926899531868925,0.983621127475876,0.9834353619013324
525,5000.0,114.48275862068965,0.012,0.6,150.0,150.0,3238.0,4653.0,64088.0,622.0,768.0,114.0,0.38926899531868925,0.856272219400711,0.844796543032049
526,5000.0,114.48275862068965,0.012,0.7,150.0,150.0,3238.0,4653.0,64088.0,622.0,768.0,219.0,0.38926899531868925,0.500253936008126,0.4371624054735326
527,5000.0,114.48275862068965,0.012,0.8,150.0,150.0,3238.0,4653.0,64088.0,622.0,768.0,80.0,0.38926899531868925,0.08151345860843068,0.06301764494058336
528,5000.0,114.48275862068965,0.013000000000000001,0.5,150.0,150.0,3238.0,4666.0,64276.0,622.0,778.0,21.0,0.38926899531868925,0.9836127568385227,0.9780338494778538
529,5000.0,114.48275862068965,0.013000000000000001,0.6,150.0,150.0,3238.0,4666.0,64276.0,622.0,778.0,105.0,0.38926899531868925,0.8542795915794781,0.8527187612531509
